country,prior_programming_experience,weeks_in_course,hours_spent_learning_per_week,practice_problems_solved,projects_completed,tutorial_videos_watched,uses_kaggle,participates_in_discussion_forums,debugging_sessions_per_week,self_reported_confidence_python,final_exam_score,passed_exam,age_group
2,1,0.5714285714285714,0.6432748538011696,0.5384615384615385,0.1111111111111111,0.6818181818181819,0.0,0.0,0.058823529411764705,0.2222222222222222,0.45799999999999996,0.0,3.5
4,3,0.8571428571428571,0.5964912280701754,0.1923076923076923,0.0,0.3863636363636364,0.0,1.0,0.4117647058823529,0.3333333333333333,0.396,0.0,2.0
9,1,0.6428571428571428,0.49122807017543857,0.15384615384615385,0.1111111111111111,0.3409090909090909,0.0,0.0,0.11764705882352941,0.0,0.33299999999999996,0.0,0.0
0,2,0.4285714285714286,0.4093567251461988,0.5,0.4444444444444444,0.29545454545454547,0.0,0.0,0.4117647058823529,0.6666666666666665,0.6829999999999999,1.0,3.5
3,3,0.8571428571428571,0.239766081871345,0.13461538461538458,0.1111111111111111,0.3409090909090909,0.0,0.0,0.3529411764705882,0.6666666666666665,0.10099999999999999,0.0,1.0
9,0,0.7142857142857143,0.5380116959064327,0.42307692307692313,0.2222222222222222,0.45454545454545453,0.0,0.0,0.29411764705882354,0.7777777777777777,0.7220000000000001,1.0,0.0
5,1,0.8571428571428571,0.7017543859649122,0.3653846153846154,0.0,0.5909090909090908,0.0,0.0,0.29411764705882354,0.0,0.395,0.0,3.5
0,3,0.21428571428571427,0.4678362573099415,0.5384615384615385,0.5555555555555556,0.6363636363636362,1.0,1.0,0.058823529411764705,0.8888888888888888,0.61,1.0,1.0
9,1,0.3571428571428571,0.7485380116959064,0.32692307692307687,0.2222222222222222,0.5454545454545454,1.0,0.0,0.23529411764705882,0.1111111111111111,0.618,1.0,3.0
8,3,0.0,0.14035087719298245,0.2692307692307693,0.1111111111111111,0.7045454545454546,0.0,1.0,0.4117647058823529,0.0,0.026000000000000002,0.0,1.0
2,2,0.4285714285714286,0.2046783625730994,0.09615384615384615,0.3333333333333333,0.4090909090909091,0.0,1.0,0.1764705882352941,0.0,0.242,0.0,1.0
9,2,0.7857142857142857,0.5614035087719298,0.7307692307692308,0.4444444444444444,0.27272727272727276,0.0,1.0,0.5294117647058824,0.7777777777777777,0.826,1.0,3.5
4,2,1.0,0.45614035087719296,0.6923076923076923,0.1111111111111111,0.5,0.0,0.0,0.3529411764705882,0.2222222222222222,0.49,0.0,3.5
7,0,0.3571428571428571,0.6374269005847953,0.7692307692307692,0.1111111111111111,0.45454545454545453,1.0,1.0,0.4117647058823529,0.5555555555555556,0.703,1.0,2.0
8,2,0.21428571428571427,0.4093567251461988,0.653846153846154,0.4444444444444444,0.8181818181818181,1.0,0.0,0.23529411764705882,0.5555555555555556,0.639,1.0,0.0
3,1,0.4285714285714286,0.2573099415204678,0.6730769230769231,0.4444444444444444,0.20454545454545453,1.0,1.0,0.23529411764705882,0.1111111111111111,0.36200000000000004,0.0,0.0
3,3,0.14285714285714285,0.3742690058479532,0.40384615384615397,0.1111111111111111,0.5227272727272727,0.0,1.0,0.1764705882352941,0.1111111111111111,0.17300000000000001,0.0,2.0
3,1,0.0,0.14035087719298245,0.3653846153846154,0.2222222222222222,0.3863636363636364,1.0,0.0,0.3529411764705882,0.0,0.41500000000000004,0.0,3.5
3,3,0.21428571428571427,0.21052631578947367,0.2692307692307693,0.3333333333333333,0.4318181818181818,0.0,1.0,0.11764705882352941,0.8888888888888888,0.278,0.0,3.0
7,2,0.14285714285714285,0.5789473684210527,0.3846153846153846,0.2222222222222222,0.4090909090909091,1.0,0.0,0.4117647058823529,0.0,0.512,0.0,3.5
9,1,0.0,0.5614035087719298,0.42307692307692313,0.3333333333333333,0.29545454545454547,0.0,0.0,0.29411764705882354,0.5555555555555556,0.594,0.0,3.5
1,3,0.07142857142857142,0.47368421052631576,0.40384615384615397,0.2222222222222222,0.5909090909090908,0.0,0.0,0.058823529411764705,0.8888888888888888,0.349,0.0,1.0
9,3,0.7142857142857143,0.10526315789473684,0.653846153846154,0.6666666666666666,0.3636363636363637,0.0,1.0,0.47058823529411764,0.5555555555555556,0.536,0.0,0.0
5,1,0.2857142857142857,0.34502923976608185,0.42307692307692313,0.2222222222222222,0.4090909090909091,0.0,1.0,0.4117647058823529,0.5555555555555556,0.5820000000000001,0.0,1.0
2,1,1.0,0.19298245614035087,0.7307692307692308,0.1111111111111111,0.4318181818181818,1.0,0.0,0.058823529411764705,0.3333333333333333,0.162,0.0,2.0
0,1,0.5,0.6140350877192982,0.42307692307692313,0.1111111111111111,0.5454545454545454,1.0,0.0,0.11764705882352941,0.4444444444444445,0.334,0.0,0.0
1,1,0.0,0.30409356725146197,0.653846153846154,0.0,0.47727272727272735,1.0,0.0,0.1764705882352941,0.0,0.23399999999999999,0.0,2.0
1,1,0.21428571428571427,0.21637426900584794,0.6153846153846154,0.0,0.5227272727272727,1.0,1.0,0.4117647058823529,0.2222222222222222,0.414,0.0,0.0
9,1,0.9285714285714286,0.4152046783625731,0.6923076923076923,0.2222222222222222,0.4090909090909091,0.0,1.0,0.23529411764705882,0.5555555555555556,0.452,0.0,2.0
1,3,0.21428571428571427,0.2982456140350877,0.4423076923076923,0.1111111111111111,0.3636363636363637,0.0,1.0,0.11764705882352941,0.1111111111111111,0.18600000000000003,0.0,0.0
6,3,0.2857142857142857,0.672514619883041,0.42307692307692313,0.3333333333333333,0.4090909090909091,0.0,1.0,0.3529411764705882,0.0,0.24600000000000002,0.0,3.5
6,1,0.4285714285714286,0.2807017543859649,0.5576923076923077,0.2222222222222222,0.4318181818181818,1.0,1.0,0.11764705882352941,0.0,0.396,0.0,0.0
5,1,0.8571428571428571,0.16374269005847952,0.5,0.1111111111111111,0.20454545454545453,0.0,0.0,0.4117647058823529,0.0,0.22100000000000003,0.0,1.0
0,3,0.7857142857142857,0.029239766081871343,0.34615384615384626,0.1111111111111111,0.5,0.0,0.0,0.1764705882352941,1.0,0.08,0.0,1.0
4,1,0.5,0.40350877192982454,0.3076923076923077,0.2222222222222222,0.4318181818181818,0.0,1.0,0.23529411764705882,1.0,0.583,0.0,0.0
7,3,1.0,0.30994152046783624,0.3653846153846154,0.4444444444444444,0.3863636363636364,1.0,1.0,0.3529411764705882,0.0,0.35100000000000003,0.0,0.0
9,1,0.3571428571428571,0.15789473684210525,0.46153846153846145,0.2222222222222222,0.6818181818181819,1.0,1.0,0.23529411764705882,0.5555555555555556,0.394,0.0,1.0
7,1,0.0,0.6198830409356725,0.25,0.2222222222222222,0.5909090909090908,0.0,0.0,0.3529411764705882,1.0,0.537,0.0,1.0
4,1,0.4285714285714286,0.5263157894736842,0.4423076923076923,0.1111111111111111,0.3863636363636364,1.0,0.0,0.29411764705882354,0.3333333333333333,0.28600000000000003,0.0,1.0
9,2,0.14285714285714285,0.40350877192982454,0.5769230769230769,0.1111111111111111,0.3863636363636364,0.0,0.0,0.29411764705882354,0.3333333333333333,0.436,0.0,1.0
9,3,1.0,0.6491228070175438,0.5384615384615385,0.1111111111111111,0.4318181818181818,0.0,1.0,0.29411764705882354,0.3333333333333333,0.209,0.0,0.0
0,0,0.8571428571428571,0.5263157894736842,0.5,0.1111111111111111,0.3636363636363637,1.0,1.0,0.4117647058823529,0.7777777777777777,0.736,1.0,3.0
7,1,0.8571428571428571,0.2631578947368421,0.3653846153846154,0.2222222222222222,0.18181818181818182,0.0,0.0,0.3529411764705882,0.6666666666666665,0.394,0.0,1.0
6,1,0.8571428571428571,0.22807017543859648,0.653846153846154,0.2222222222222222,0.47727272727272735,0.0,1.0,0.23529411764705882,0.4444444444444445,0.429,0.0,3.5
3,1,0.3571428571428571,0.5555555555555556,0.3653846153846154,0.4444444444444444,0.4318181818181818,1.0,0.0,0.29411764705882354,0.6666666666666665,0.594,0.0,3.5
7,1,1.0,0.47953216374269,0.5769230769230769,0.3333333333333333,0.45454545454545453,1.0,0.0,0.3529411764705882,0.7777777777777777,0.703,1.0,1.0
2,1,0.5,0.43859649122807015,0.75,0.4444444444444444,0.47727272727272735,1.0,0.0,0.1764705882352941,1.0,0.529,0.0,3.0
2,1,0.4285714285714286,0.2631578947368421,0.42307692307692313,0.5555555555555556,0.6818181818181819,0.0,1.0,0.3529411764705882,0.7777777777777777,0.5650000000000001,0.0,3.5
9,3,0.6428571428571428,0.5146198830409356,0.34615384615384626,0.3333333333333333,0.4318181818181818,0.0,1.0,0.5882352941176471,0.6666666666666665,0.516,0.0,1.0
3,3,0.3571428571428571,0.27485380116959063,0.3076923076923077,0.2222222222222222,0.27272727272727276,0.0,1.0,0.29411764705882354,0.6666666666666665,0.28800000000000003,0.0,0.0
8,1,0.5714285714285714,0.391812865497076,0.5,0.1111111111111111,0.3863636363636364,1.0,1.0,0.47058823529411764,0.8888888888888888,0.451,0.0,0.0
4,3,0.5714285714285714,0.6608187134502924,0.40384615384615397,0.3333333333333333,0.7272727272727273,0.0,0.0,0.3529411764705882,0.4444444444444445,0.467,0.0,3.5
5,1,0.0,0.29239766081871343,0.48076923076923084,0.2222222222222222,0.3636363636363637,0.0,0.0,0.29411764705882354,0.7777777777777777,0.37200000000000005,0.0,2.0
3,3,0.0,0.13450292397660818,0.5961538461538463,0.0,0.3636363636363637,0.0,1.0,0.29411764705882354,0.1111111111111111,0.07,0.0,2.0
5,2,0.0,0.2222222222222222,0.13461538461538458,0.4444444444444444,0.3409090909090909,1.0,1.0,0.4117647058823529,0.7777777777777777,0.648,1.0,2.0
7,2,0.5,0.5847953216374269,0.46153846153846145,0.3333333333333333,0.6363636363636362,0.0,0.0,0.4117647058823529,0.0,0.462,0.0,3.5
7,0,0.7857142857142857,0.45614035087719296,0.3653846153846154,0.2222222222222222,0.27272727272727276,0.0,0.0,0.23529411764705882,0.8888888888888888,0.753,1.0,2.0
5,1,0.8571428571428571,0.38596491228070173,0.4423076923076923,0.0,0.5,0.0,0.0,0.3529411764705882,0.0,0.317,0.0,1.0
4,2,0.9285714285714286,0.3216374269005848,0.28846153846153844,0.1111111111111111,0.5,0.0,0.0,0.23529411764705882,0.7777777777777777,0.321,0.0,3.5
3,2,0.7857142857142857,0.49707602339181284,0.5,0.6666666666666666,0.47727272727272735,0.0,0.0,0.47058823529411764,0.2222222222222222,0.44200000000000006,0.0,3.5
8,1,0.9285714285714286,0.2631578947368421,0.6346153846153846,0.1111111111111111,0.7045454545454546,0.0,0.0,0.23529411764705882,0.3333333333333333,0.156,0.0,3.5
9,3,0.6428571428571428,0.4619883040935672,0.5,0.3333333333333333,0.5454545454545454,1.0,1.0,0.11764705882352941,1.0,0.452,0.0,0.0
0,0,0.4285714285714286,0.2807017543859649,0.7307692307692308,0.2222222222222222,0.3636363636363637,0.0,0.0,0.29411764705882354,0.6666666666666665,0.7859999999999999,1.0,2.0
7,1,0.14285714285714285,0.25146198830409355,0.4423076923076923,0.4444444444444444,0.6363636363636362,0.0,1.0,0.3529411764705882,1.0,0.619,1.0,2.0
2,1,0.8571428571428571,0.2982456140350877,0.46153846153846145,0.0,0.6818181818181819,0.0,1.0,0.23529411764705882,0.2222222222222222,0.36200000000000004,0.0,1.0
4,3,0.07142857142857142,0.34502923976608185,0.42307692307692313,0.2222222222222222,0.4318181818181818,1.0,0.0,0.29411764705882354,0.8888888888888888,0.4,0.0,1.0
0,3,0.21428571428571427,0.40350877192982454,0.653846153846154,0.3333333333333333,0.4318181818181818,0.0,1.0,0.4117647058823529,0.2222222222222222,0.365,0.0,2.0
8,2,0.14285714285714285,0.4502923976608187,0.46153846153846145,0.1111111111111111,0.47727272727272735,1.0,0.0,0.47058823529411764,0.7777777777777777,0.41600000000000004,0.0,2.0
1,1,0.4285714285714286,0.0,0.34615384615384626,0.0,0.47727272727272735,1.0,1.0,0.23529411764705882,0.7777777777777777,0.34500000000000003,0.0,1.0
9,3,0.6428571428571428,0.26900584795321636,0.5192307692307692,0.1111111111111111,0.5909090909090908,0.0,0.0,0.29411764705882354,0.2222222222222222,0.105,0.0,1.0
7,3,1.0,0.3391812865497076,0.6730769230769231,0.4444444444444444,0.6363636363636362,0.0,0.0,0.3529411764705882,0.2222222222222222,0.247,0.0,2.0
9,1,1.0,0.672514619883041,0.40384615384615397,0.2222222222222222,0.75,1.0,1.0,0.11764705882352941,1.0,0.589,0.0,3.0
0,1,0.5,0.2222222222222222,0.6346153846153846,0.1111111111111111,0.22727272727272724,1.0,0.0,0.1764705882352941,0.4444444444444445,0.39,0.0,2.0
9,3,0.3571428571428571,0.43859649122807015,0.6346153846153846,0.1111111111111111,0.5227272727272727,1.0,0.0,0.3529411764705882,0.7777777777777777,0.349,0.0,2.0
1,2,0.14285714285714285,0.672514619883041,0.32692307692307687,0.2222222222222222,0.3181818181818182,1.0,0.0,0.1764705882352941,0.5555555555555556,0.629,1.0,0.0
0,3,0.3571428571428571,0.18128654970760233,0.23076923076923073,0.1111111111111111,0.5,0.0,0.0,0.29411764705882354,0.4444444444444445,0.10400000000000001,0.0,3.0
7,1,1.0,0.47953216374269,0.1923076923076923,0.3333333333333333,0.659090909090909,1.0,1.0,0.47058823529411764,0.4444444444444445,0.622,1.0,3.0
3,1,0.07142857142857142,0.26900584795321636,0.5192307692307692,0.4444444444444444,0.6136363636363635,0.0,0.0,0.11764705882352941,0.5555555555555556,0.312,0.0,3.5
2,3,1.0,0.3216374269005848,0.4423076923076923,0.2222222222222222,0.4090909090909091,0.0,0.0,0.1764705882352941,0.7777777777777777,0.263,0.0,1.0
0,2,0.7857142857142857,0.26900584795321636,0.34615384615384626,0.2222222222222222,0.5454545454545454,1.0,0.0,0.1764705882352941,0.5555555555555556,0.536,0.0,0.0
6,2,0.4285714285714286,0.2807017543859649,0.28846153846153844,0.4444444444444444,0.25000000000000006,0.0,0.0,0.4117647058823529,0.6666666666666665,0.5860000000000001,0.0,2.0
1,2,0.9285714285714286,0.8771929824561403,0.7692307692307692,0.1111111111111111,0.5454545454545454,0.0,1.0,0.4117647058823529,0.8888888888888888,0.914,1.0,1.0
0,3,0.7142857142857143,0.5555555555555556,0.5,0.1111111111111111,0.5454545454545454,0.0,0.0,0.4117647058823529,0.6666666666666665,0.348,0.0,3.5
0,3,0.6428571428571428,0.6023391812865497,0.40384615384615397,0.2222222222222222,0.5681818181818181,0.0,1.0,0.1764705882352941,0.8888888888888888,0.376,0.0,0.0
6,3,0.9285714285714286,0.49707602339181284,0.3076923076923077,0.1111111111111111,0.4318181818181818,1.0,1.0,0.11764705882352941,1.0,0.289,0.0,0.0
7,1,0.4285714285714286,0.1286549707602339,0.34615384615384626,0.1111111111111111,0.6363636363636362,0.0,0.0,0.23529411764705882,0.0,0.049,0.0,1.0
0,2,0.21428571428571427,0.47953216374269,0.3846153846153846,0.3333333333333333,0.75,1.0,1.0,0.29411764705882354,0.2222222222222222,0.552,0.0,0.0
2,2,0.8571428571428571,0.5964912280701754,0.7884615384615385,0.5555555555555556,0.7272727272727273,0.0,1.0,0.4117647058823529,0.5555555555555556,0.728,1.0,2.0
9,2,0.5,0.2573099415204678,0.34615384615384626,0.3333333333333333,0.5909090909090908,0.0,0.0,0.29411764705882354,0.2222222222222222,0.451,0.0,2.0
7,0,0.21428571428571427,0.5789473684210527,0.7307692307692308,0.1111111111111111,0.3636363636363637,0.0,0.0,0.23529411764705882,0.1111111111111111,0.46,0.0,2.0
2,2,0.4285714285714286,0.5321637426900584,0.46153846153846145,0.2222222222222222,0.7727272727272727,0.0,0.0,0.5294117647058824,0.4444444444444445,0.612,1.0,3.5
7,3,0.21428571428571427,0.7368421052631579,0.5,0.6666666666666666,0.5454545454545454,0.0,0.0,0.3529411764705882,0.0,0.467,0.0,2.0
2,3,0.8571428571428571,0.3333333333333333,0.32692307692307687,0.1111111111111111,0.659090909090909,1.0,0.0,0.6176470588235293,0.4444444444444445,0.35700000000000004,0.0,2.0
1,1,0.7857142857142857,0.21637426900584794,0.46153846153846145,0.2222222222222222,0.5,0.0,1.0,0.1764705882352941,0.7777777777777777,0.44,0.0,1.0
2,3,0.2857142857142857,0.34502923976608185,0.42307692307692313,0.4444444444444444,0.5909090909090908,0.0,1.0,0.23529411764705882,0.8888888888888888,0.502,0.0,2.0
5,3,0.4285714285714286,0.6608187134502924,0.34615384615384626,0.3333333333333333,0.27272727272727276,0.0,1.0,0.3529411764705882,1.0,0.488,0.0,0.0
2,1,0.8571428571428571,0.08771929824561403,0.5,0.2222222222222222,0.4318181818181818,0.0,1.0,0.3529411764705882,0.5555555555555556,0.41200000000000003,0.0,1.0
3,2,0.9285714285714286,0.04678362573099415,0.40384615384615397,0.0,0.4090909090909091,0.0,1.0,0.23529411764705882,0.3333333333333333,0.292,0.0,2.0
3,3,0.9285714285714286,0.4269005847953216,0.48076923076923084,0.5555555555555556,0.5,1.0,1.0,0.11764705882352941,0.2222222222222222,0.32799999999999996,0.0,0.0
4,2,0.8571428571428571,0.3333333333333333,0.2692307692307693,0.0,0.27272727272727276,0.0,1.0,0.29411764705882354,0.7777777777777777,0.4,0.0,2.0
5,2,0.6428571428571428,0.4093567251461988,0.48076923076923084,0.1111111111111111,0.15909090909090912,0.0,0.0,0.47058823529411764,0.1111111111111111,0.478,0.0,3.5
5,1,0.14285714285714285,0.5730994152046783,0.653846153846154,0.2222222222222222,0.5227272727272727,0.0,0.0,0.3529411764705882,0.7777777777777777,0.5920000000000001,0.0,1.0
9,3,0.6428571428571428,0.30994152046783624,0.46153846153846145,0.2222222222222222,0.5681818181818181,0.0,0.0,0.11764705882352941,0.6666666666666665,0.265,0.0,1.0
5,3,0.2857142857142857,0.08187134502923976,0.48076923076923084,0.4444444444444444,0.7045454545454546,0.0,0.0,0.23529411764705882,0.1111111111111111,0.193,0.0,3.0
9,2,0.7142857142857143,0.7660818713450291,0.32692307692307687,0.3333333333333333,0.5909090909090908,1.0,0.0,0.23529411764705882,0.1111111111111111,0.665,1.0,3.5
4,2,0.9285714285714286,0.23391812865497075,0.28846153846153844,0.2222222222222222,0.7045454545454546,1.0,0.0,0.23529411764705882,0.1111111111111111,0.34299999999999997,0.0,1.0
4,2,0.14285714285714285,0.2222222222222222,0.5576923076923077,0.2222222222222222,0.5454545454545454,0.0,0.0,0.11764705882352941,0.0,0.391,0.0,1.0
1,1,0.2857142857142857,0.6023391812865497,0.5961538461538463,0.1111111111111111,0.5909090909090908,1.0,1.0,0.29411764705882354,0.6666666666666665,0.516,0.0,1.0
3,3,0.9285714285714286,0.3391812865497076,0.5384615384615385,0.1111111111111111,0.4090909090909091,0.0,1.0,0.47058823529411764,0.7777777777777777,0.284,0.0,2.0
2,3,0.14285714285714285,0.39766081871345027,0.48076923076923084,0.1111111111111111,0.6363636363636362,1.0,1.0,0.23529411764705882,0.6666666666666665,0.151,0.0,0.0
2,2,0.7142857142857143,0.49122807017543857,0.5384615384615385,0.6666666666666666,0.7954545454545454,1.0,0.0,0.4117647058823529,0.3333333333333333,0.802,1.0,1.0
6,3,0.6428571428571428,0.6023391812865497,0.5384615384615385,0.0,0.4318181818181818,0.0,1.0,0.11764705882352941,0.8888888888888888,0.218,0.0,1.0
6,3,0.7142857142857143,0.3508771929824561,0.5769230769230769,0.3333333333333333,0.659090909090909,0.0,1.0,0.1764705882352941,0.1111111111111111,0.162,0.0,2.0
8,1,0.4285714285714286,0.6783625730994152,0.48076923076923084,0.4444444444444444,0.4090909090909091,0.0,1.0,0.1764705882352941,0.4444444444444445,0.626,1.0,2.0
7,3,0.8571428571428571,0.03508771929824561,0.46153846153846145,0.3333333333333333,0.3181818181818182,0.0,1.0,0.29411764705882354,0.1111111111111111,0.001,0.0,3.0
1,3,0.0,0.543859649122807,0.42307692307692313,0.3333333333333333,0.4318181818181818,0.0,0.0,0.23529411764705882,0.2222222222222222,0.368,0.0,1.0
8,1,0.5714285714285714,0.2631578947368421,0.32692307692307687,0.0,0.6818181818181819,1.0,0.0,0.3529411764705882,0.1111111111111111,0.18,0.0,0.0
8,3,0.5714285714285714,0.6491228070175438,0.6153846153846154,0.0,0.3863636363636364,0.0,1.0,0.3529411764705882,0.7777777777777777,0.409,0.0,3.0
0,3,0.2857142857142857,0.4327485380116959,0.5192307692307692,0.2222222222222222,0.47727272727272735,0.0,0.0,0.23529411764705882,1.0,0.251,0.0,2.0
0,2,0.5714285714285714,0.29239766081871343,0.46153846153846145,0.2222222222222222,0.5681818181818181,1.0,0.0,0.1764705882352941,0.5555555555555556,0.47000000000000003,0.0,3.5
8,2,0.6428571428571428,0.5263157894736842,0.46153846153846145,0.0,0.3636363636363637,1.0,0.0,0.11764705882352941,0.4444444444444445,0.538,0.0,3.5
5,3,0.8571428571428571,0.567251461988304,0.6923076923076923,0.1111111111111111,0.4318181818181818,0.0,0.0,0.29411764705882354,0.4444444444444445,0.29100000000000004,0.0,1.0
7,2,1.0,0.52046783625731,0.3076923076923077,0.0,0.3409090909090909,1.0,1.0,0.29411764705882354,0.8888888888888888,0.48700000000000004,0.0,3.5
1,1,0.3571428571428571,0.22807017543859648,0.23076923076923073,0.6666666666666666,0.659090909090909,1.0,0.0,0.1764705882352941,0.1111111111111111,0.484,0.0,2.0
8,1,1.0,0.3216374269005848,0.42307692307692313,0.2222222222222222,0.5454545454545454,0.0,0.0,0.11764705882352941,0.0,0.079,0.0,2.0
2,2,0.2857142857142857,0.4093567251461988,0.46153846153846145,0.5555555555555556,0.47727272727272735,0.0,1.0,0.1764705882352941,0.5555555555555556,0.76,1.0,1.0
7,2,0.8571428571428571,0.40350877192982454,0.653846153846154,0.4444444444444444,0.22727272727272724,1.0,0.0,0.23529411764705882,0.7777777777777777,0.599,0.0,0.0
0,2,0.14285714285714285,0.5380116959064327,0.6153846153846154,0.1111111111111111,0.47727272727272735,1.0,1.0,0.47058823529411764,0.7777777777777777,0.787,1.0,2.0
2,3,0.7142857142857143,0.05847953216374269,0.3846153846153846,0.4444444444444444,0.25000000000000006,0.0,0.0,0.29411764705882354,0.5555555555555556,0.27399999999999997,0.0,2.0
